SampledPos_x,SampledPos_y,ObservationPre_row,ObservationPre_col,Action,ReachedPos_x,ReachedPos_y,ObservationPost_row,ObservationPost_col,discrTouch
104.71428571428571,276.7979797979798,6,12,1,114.71428571428571,276.7979797979798,6,13,109
78.34693877551021,263.3203463203463,9,10,3,68.34693877551021,263.3203463203463,9,10,86
84.6734693877551,257.69552669552667,9,11,0,84.6734693877551,267.69552669552667,8,11,204
109.91836734693878,264.7445887445887,8,13,0,109.91836734693878,274.7445887445887,6,13,165
30.714285714285715,295.4848484848485,7,5,1,40.714285714285715,295.4848484848485,7,6,197
103.20408163265306,304.027417027417,3,11,0,103.20408163265306,314.027417027417,4,14,43
84.46938775510205,268.4862914862915,8,11,2,84.46938775510205,258.4862914862915,9,11,195
117.16326530612245,276.33910533910534,6,13,3,107.16326530612245,276.33910533910534,6,12,221
26.346938775510203,276.45165945165945,9,6,1,36.3469387755102,276.45165945165945,9,7,53
38.20408163265306,320.44155844155847,4,5,0,38.20408163265306,330.44155844155847,3,5,83
85.3061224489796,303.1774891774892,4,9,2,85.3061224489796,293.1774891774892,5,10,126
118.48979591836735,271.976911976912,6,13,3,108.48979591836735,271.976911976912,7,12,115
72.3265306122449,318.53679653679654,3,8,2,72.3265306122449,308.53679653679654,4,9,190
56.93877551020408,290.2049062049062,7,8,1,66.93877551020408,290.2049062049062,6,9,177
55.816326530612244,283.77633477633475,0,10,2,55.816326530612244,273.77633477633475,8,8,34
82.73469387755102,294.4300144300144,5,9,3,72.73469387755102,294.4300144300144,5,9,141
104.6734693877551,252.64502164502164,9,13,1,114.6734693877551,252.64502164502164,8,14,197
124.20408163265306,298.7243867243867,3,13,2,124.20408163265306,288.7243867243867,4,13,180
31.367346938775512,287.26551226551226,8,6,0,31.367346938775512,297.26551226551226,7,6,142
23.122448979591837,275.9235209235209,9,5,1,33.12244897959184,275.9235209235209,9,7,178
70.34693877551021,265.34054834054837,9,10,1,80.34693877551021,265.34054834054837,8,10,104
52.326530612244895,323.5873015873016,3,6,1,62.326530612244895,323.5873015873016,3,7,155
125.55102040816327,306.4386724386724,2,13,2,125.55102040816327,296.4386724386724,3,13,73
28.020408163265305,280.05627705627705,9,6,0,28.020408163265305,290.05627705627705,7,5,67
75.14285714285714,274.8686868686869,7,10,3,65.14285714285714,274.8686868686869,8,9,47
38.12244897959184,272.1356421356422,9,7,3,28.122448979591837,272.1356421356422,9,6,155
87.46938775510205,267.7287157287157,8,11,3,77.46938775510205,267.7287157287157,8,10,249
21.346938775510203,277.7142857142857,9,5,1,31.346938775510203,277.7142857142857,9,6,85
77.34693877551021,263.5728715728716,9,10,3,67.34693877551021,263.5728715728716,9,9,135
57.93877551020408,289.95238095238096,7,8,2,57.93877551020408,279.95238095238096,7,8,94
72.22448979591837,258.15440115440117,9,10,0,72.22448979591837,268.15440115440117,9,10,192
74.3061224489796,305.95526695526695,4,9,2,74.3061224489796,295.95526695526695,5,9,101
71.73469387755102,297.2077922077922,5,9,0,71.73469387755102,307.2077922077922,4,9,134
78.28571428571429,292.8686868686869,6,9,2,78.28571428571429,282.8686868686869,7,10,216
110.85714285714286,294.04040404040404,4,12,1,120.85714285714286,294.04040404040404,4,13,206
31.122448979591837,273.9033189033189,9,7,3,21.122448979591837,273.9033189033189,9,5,188
54.59183673469388,282.7431457431457,7,8,2,54.59183673469388,272.7431457431457,8,8,127
29.081632653061227,316.03318903318905,5,5,2,29.081632653061227,306.03318903318905,5,5,184
40.44897959183673,267.52092352092353,10,7,3,30.448979591836732,267.52092352092353,10,7,197
69.04081632653062,281.7792207792208,7,9,0,69.04081632653062,291.7792207792208,6,9,39
67.55102040816327,321.0851370851371,3,8,1,77.55102040816327,321.0851370851371,2,8,226
50.9795918367347,315.8730158730159,4,7,3,40.9795918367347,315.8730158730159,4,5,184
92.12244897959184,258.4992784992785,9,12,1,102.12244897959184,258.4992784992785,9,12,196
88.89795918367346,257.97113997113996,9,11,1,98.89795918367346,257.97113997113996,9,12,184
105.59183673469387,269.8643578643579,7,12,1,115.59183673469387,269.8643578643579,7,13,175
54.51020408163265,300.21500721500723,5,7,3,44.51020408163265,300.21500721500723,6,7,60
41.95918367346939,306.069264069264,5,6,1,51.95918367346939,306.069264069264,5,6,42
93.24489795918367,264.92784992784993,8,12,0,93.24489795918367,274.92784992784993,7,11,130
36.04081632653061,290.11255411255416,7,6,2,36.04081632653061,280.11255411255416,8,6,163
69.46938775510205,272.2741702741703,0,20,0,69.46938775510205,282.2741702741703,7,9,33
112.57142857142857,256.020202020202,8,13,3,102.57142857142857,256.020202020202,9,12,146
70.08163265306122,305.67965367965365,4,8,3,60.08163265306122,305.67965367965365,5,8,209
94.04081632653062,275.4660894660895,7,11,3,84.04081632653062,275.4660894660895,7,11,125
123.28571428571429,281.5050505050505,5,14,0,123.28571428571429,291.5050505050505,4,13,187
89.79591836734694,263.11399711399713,8,12,0,89.79591836734694,273.11399711399713,7,11,194
121.42857142857143,300.7676767676768,3,13,2,121.42857142857143,290.7676767676768,4,13,40
69.20408163265306,312.6132756132756,3,8,0,69.20408163265306,322.6132756132756,2,8,152
84.6734693877551,257.69552669552667,9,11,0,84.6734693877551,267.69552669552667,8,10,186
111.40816326530611,291.2164502164502,4,12,3,101.40816326530611,291.2164502164502,5,11,156
74.89795918367346,261.50649350649354,9,11,3,64.89795918367346,261.50649350649354,9,10,129
124.20408163265306,298.7243867243867,3,13,3,114.20408163265306,298.7243867243867,4,12,191
42.08163265306123,312.75036075036076,5,6,2,42.08163265306123,302.75036075036076,5,6,75
116.87755102040816,304.6017316017316,3,13,3,106.87755102040816,304.6017316017316,3,12,127
69.57142857142857,266.8787878787879,9,9,0,69.57142857142857,276.8787878787879,8,9,111
68.34693877551021,265.84559884559883,9,10,0,68.34693877551021,275.84559884559883,7,9,106
58.63265306122449,305.88600288600287,5,8,0,58.63265306122449,315.88600288600287,3,7,130
50.61224489795919,295.8297258297259,3,5,0,50.61224489795919,305.8297258297259,5,6,38
66.51020408163265,297.1847041847042,5,8,0,66.51020408163265,307.1847041847042,4,8,187
53.673469387755105,265.5238095238095,9,9,1,63.673469387755105,265.5238095238095,9,9,142
95.08163265306122,299.36652236652236,4,11,2,95.08163265306122,289.36652236652236,5,11,226
47.63265306122449,308.6637806637807,5,7,2,47.63265306122449,298.6637806637807,6,6,116
108.14285714285714,266.5353535353535,9,18,0,108.14285714285714,276.5353535353535,6,13,35
121.28571428571429,282.01010101010104,5,14,3,111.28571428571429,282.01010101010104,6,13,37
35.775510204081634,330.45165945165945,3,5,2,35.775510204081634,320.45165945165945,4,5,97
98.06122448979592,286.53246753246754,6,11,0,98.06122448979592,296.53246753246754,4,11,125
25.020408163265305,280.8138528138528,8,5,2,25.020408163265305,270.8138528138528,10,6,183
108.20408163265306,302.76479076479075,3,12,0,108.20408163265306,312.76479076479075,2,11,240
106.28571428571429,285.7979797979798,5,12,2,106.28571428571429,275.7979797979798,6,12,115
21.122448979591837,276.42857142857144,9,6,1,31.122448979591837,276.42857142857144,9,6,133
59.265306122448976,285.5901875901876,7,8,2,59.265306122448976,275.5901875901876,8,8,51
48.30612244897959,312.52092352092353,4,6,1,58.30612244897959,312.52092352092353,4,7,40
51.9795918367347,315.6204906204906,4,7,3,41.9795918367347,315.6204906204906,4,5,188
49.40816326530612,306.8730158730159,5,7,1,59.40816326530612,306.8730158730159,5,7,137
111.0,312.7979797979798,2,11,2,111.0,302.7979797979798,3,12,113
33.0,266.7171717171717,10,7,0,33.0,276.7171717171717,9,6,134
36.755102040816325,318.12265512265515,4,5,1,46.755102040816325,318.12265512265515,4,6,165
116.0204081632653,257.8340548340548,8,14,0,116.0204081632653,267.8340548340548,7,14,152
50.85714285714286,309.19191919191917,4,7,1,60.85714285714286,309.19191919191917,4,8,135
63.12244897959184,265.8225108225108,9,9,3,53.12244897959184,265.8225108225108,9,8,94
64.36734693877551,278.93217893217894,8,9,1,74.36734693877551,278.93217893217894,7,9,133
116.6938775510204,261.6911976911977,7,14,0,116.6938775510204,271.6911976911977,7,13,189
28.836734693877553,302.6709956709957,6,5,0,28.836734693877553,312.6709956709957,5,5,103
56.87755102040816,319.75324675324674,3,6,3,46.87755102040816,319.75324675324674,3,6,108
67.83673469387755,292.8225108225108,6,8,2,67.83673469387755,282.8225108225108,7,9,159
121.18367346938776,287.40548340548344,5,13,0,121.18367346938776,297.40548340548344,4,13,155
35.12244897959184,272.8932178932179,9,7,1,45.12244897959184,272.8932178932179,9,7,123
40.183673469387756,307.8600288600288,5,6,3,30.183673469387756,307.8600288600288,5,5,206
109.26530612244898,272.96392496392497,7,13,2,109.26530612244898,262.96392496392497,7,13,205
31.53061224489796,318.0995670995671,4,5,2,31.53061224489796,308.0995670995671,5,5,71
