Computer Time (ms),touch_row,touch_col,type
6346805,1,6,2
6346885,1,7,2
6346964,1,7,2
6347043,2,7,2
6347128,2,7,2
6347202,2,7,2
6347282,2,8,2
6347361,2,8,2
6347441,2,9,2
6347520,2,10,2
6347597,2,10,2
6347685,2,11,2
6347764,2,11,2
6347843,2,12,2
6347922,2,12,2
6347997,2,13,2
6348076,1,14,2
6348155,2,14,2
6348235,2,15,2
6348315,2,15,2
6348394,2,16,2
6348474,2,16,2
6348553,2,17,2
6348638,2,18,2
6348716,2,17,2
6348791,3,17,2
6348870,3,16,2
6348950,3,15,2
6349030,3,15,2
6349109,3,14,2
6349189,3,14,2
6349268,4,13,2
6349348,4,13,2
6349427,4,12,2
6349511,4,12,2
6349590,5,11,2
6349666,5,10,2
6349744,5,10,2
6349824,5,9,2
6349901,5,9,2
6349988,5,8,2
6350068,5,8,2
6350142,6,7,2
6350221,6,7,2
6350301,6,6,2
6350380,6,5,2
6350465,6,5,2
6350542,6,4,2
6350624,6,4,2
6350703,6,3,2
6350782,6,2,2
6350857,6,2,2
6351016,6,1,2
6351093,6,1,2
6351180,6,1,2
6351260,5,1,2
6351337,5,2,2
6351413,5,3,2
6351498,4,3,2
6351577,4,3,2
6351652,4,4,2
6351737,3,5,2
6351815,3,5,2
6351895,4,5,2
6351973,4,5,2
6352049,5,5,2
6352129,5,4,2
6352208,6,4,2
6352287,6,4,2
6352367,7,3,2
6352451,7,3,2
6352531,7,2,2
6352605,8,2,2
6352684,8,2,2
6352764,8,2,2
6352843,8,2,2
6352923,7,3,2
6353002,7,3,2
6353082,7,4,2
6353161,7,4,2
6353240,6,5,2
6353320,6,5,2
6353399,6,6,2
6353479,5,6,2
6353558,5,7,2
6353638,5,7,2
6353717,4,8,2
6353797,4,8,2
6353876,4,8,2
6353955,3,7,2
6354032,3,7,2
6354120,3,6,2
6354194,2,5,2
6354280,2,5,2
6354358,2,6,2
6354436,2,6,2
6354512,2,7,2
6354591,2,7,2
6354671,3,8,2
6354750,3,8,2
6354830,3,9,2
6354909,4,8,2
6354988,5,8,2
6355068,5,8,2
6355147,6,8,2
6355227,6,7,2
6355306,7,7,2
6355386,7,7,2
6355471,6,6,2
6355549,7,6,2
6355624,8,6,2
6355704,8,5,2
6355783,9,5,2
6355863,9,5,2
6355942,10,4,2
6356021,10,4,2
6356101,10,3,2
6356181,9,4,2
6356260,9,4,2
6356339,9,5,2
6356419,9,5,2
6356498,8,6,2
6356578,8,6,2
6356657,8,7,2
6356733,7,7,2
6356821,7,8,2
6356901,7,8,2
6356975,8,9,2
6357054,7,9,2
6357134,7,9,2
6357213,7,10,2
6357293,6,10,2
6357372,6,11,2
6357456,6,11,2
6357536,5,12,2
6357615,5,12,2
6357695,5,12,2
6357774,5,12,2
6357849,6,11,2
6357928,6,11,2
6358008,6,10,2
6358087,6,10,2
6358166,5,9,2
6358246,5,9,2
6358325,4,8,2
6358405,4,8,2
6358484,5,8,2
6358563,5,8,2
6358643,6,8,2
6358723,6,8,2
6358802,7,8,2
6358882,8,9,2
6358955,8,9,2
6359045,8,9,2
6359125,8,9,2
6359203,7,9,2
6359278,6,9,2
6359358,6,9,2
6359438,7,8,2
6359517,7,8,2
6359602,7,7,2
6359682,7,7,2
6359760,7,6,2
6359840,8,6,2
6359918,8,6,2
6359994,8,6,2
6360073,7,7,2
6360149,7,7,2
6360237,7,8,2
6360316,7,8,2
6360394,7,9,2
6360470,6,9,2
6360550,6,10,2
6360635,6,10,2
6360713,6,11,2
6360788,5,11,2
6360868,5,11,2
6360947,4,11,2
6361031,4,11,2
6361108,3,12,2
6361183,3,12,2
6361267,3,13,2
6361346,2,13,2
6361421,2,14,2
6361508,2,14,2
6361587,2,15,2
6361667,2,16,2
6361745,2,16,2
6361821,2,17,2
6361905,2,17,2
6361985,2,18,2
6362060,2,19,2
6362139,2,19,2
6362218,2,19,2
6362302,3,19,2
6362382,3,19,2
6362462,4,18,2
6362541,4,18,2
6362616,4,18,2
6362696,3,18,2
6362778,3,17,2
6362854,3,17,2
6362934,3,16,2
6363013,3,15,2
6363092,3,15,2
6363172,2,14,2
6363251,2,14,2
6363331,2,13,2
6363410,2,13,2
6363490,2,14,2
6363569,2,15,2
6363654,2,15,2
6363734,2,16,2
6363811,2,16,2
6363887,2,17,2
6363966,2,17,2
6364046,2,18,2
6364125,2,19,2
6364205,2,19,2
6364285,3,20,2
6364364,3,20,2
6364448,3,19,2
6364528,3,19,2
6364602,3,18,2
6364686,3,17,2
6364766,3,17,2
6364846,4,16,2
6364925,4,16,2
6365008,4,15,2
6365082,5,15,2
6365162,5,15,2
6365241,5,15,2
6365321,6,16,2
6365401,6,16,2
6365476,6,16,2
6365555,7,17,2
6365635,7,17,2
6365711,7,17,2
6365799,6,17,2
6365878,6,16,2
6365957,5,16,2
6366032,5,16,2
6366111,6,16,2
6366191,6,16,2
6366270,6,16,2
6366350,7,15,2
6366429,7,15,2
6366509,7,14,2
6366588,7,14,2
6366663,7,13,2
6366752,7,14,2
6366827,7,14,2
6366911,7,15,2
6366990,7,16,2
6367069,7,16,2
6367144,7,17,2
6367224,7,17,2
6367307,7,17,2
6367387,7,17,2
6367465,7,16,2
6367545,7,16,2
6367626,7,15,2
6367706,7,15,2
6367784,7,14,2
6367860,7,13,2
6367939,7,13,2
6368024,7,14,2
6368103,7,14,2
6368182,7,15,2
6368257,8,15,2
6368336,8,16,2
6368416,8,16,2
6368495,9,16,2
6368574,9,15,2
6368654,9,15,2
6368733,8,14,2
6368813,8,14,2
6368892,8,13,2
6368972,8,13,2
6369057,8,12,2
6369134,9,12,2
6369210,9,12,2
6369290,10,11,2
6369369,9,12,2
6369448,9,12,2
6369528,8,12,2
6369607,7,13,2
6369687,7,13,2
6369766,7,12,2
6369846,7,12,2
6369925,8,11,2
6370004,8,11,2
6370084,8,10,2
6370164,8,9,2
6370243,8,9,2
6370322,8,8,2
6370407,9,8,2
6370485,8,8,2
6370561,8,8,2
6370640,7,8,2
6370720,6,8,2
6370799,6,8,2
6370879,6,7,2
6370958,5,6,2
6371034,5,6,2
6371122,4,5,2
6371199,5,5,2
6371271,5,4,2
6371360,5,4,2
6371438,6,3,2
6371512,6,3,2
6371596,6,3,2
6371675,7,2,2
6371755,7,2,2
6371834,7,1,2
6371914,7,1,2
6371993,8,1,2
6372073,8,1,2
6372152,9,1,2
6372231,10,1,2
6372311,9,2,2
6372390,9,2,2
6372470,8,2,2
6372549,8,3,2
6372628,8,3,2
6372708,8,4,2
6372787,7,4,2
6372867,7,5,2
6372947,7,5,2
6373026,7,4,2
6373105,7,4,2
6373184,8,3,2
6373264,8,3,2
6373343,8,2,2
6373423,8,2,2
6373502,9,2,2
6373581,9,1,2
6373661,9,1,2
6373741,9,1,2
6373815,8,2,2
6373903,8,3,2
6373977,8,3,2
6374057,7,4,2
6374136,7,4,2
6374215,7,5,2
6374295,7,5,2
6374375,6,6,2
6374459,6,6,2
6374530,6,7,2
6374617,6,7,2
6374697,6,8,2
6374771,6,8,2
6374856,7,8,2
6374936,8,7,2
6375010,8,7,2
6375090,9,7,2
6375169,9,7,2
6375248,9,6,2
6375328,9,5,2
6375407,9,5,2
6375491,9,4,2
6375570,9,4,2
6375646,9,3,2
6375725,8,4,2
6375804,8,4,2
6375884,8,4,2
6375964,7,5,2
6376043,7,5,2
6376127,7,6,2
6376196,6,6,2
6376286,6,7,2
6376365,5,7,2
6376440,5,8,2
6376519,5,7,2
6376604,5,7,2
6376684,5,6,2
6376763,5,6,2
6376842,5,5,2
6376922,5,5,2
6377002,4,4,2
6377081,4,4,2
6377155,3,4,2
6377235,3,4,2
6377314,3,5,2
6377394,3,5,2
6377473,2,6,2
6377552,2,6,2
6377630,2,7,2
6377717,2,8,2
6377795,2,8,2
6377870,1,8,2
6377950,1,7,2
6378029,1,7,2
6378109,2,6,2
6378188,2,6,2
6378268,2,6,2
6378347,3,7,2
6378431,3,8,2
6378511,3,8,2
6378590,3,9,2
6378670,3,8,2
6378749,3,8,2
6378824,3,7,2
6378903,3,7,2
6378987,3,7,2
6379066,3,8,2
6379147,3,8,2
6379221,3,9,2
6379300,3,9,2
6379380,3,10,2
6379457,3,11,2
6379543,3,11,2
6379623,3,12,2
6379703,3,12,2
6379777,3,13,2
6379860,3,14,2
6379939,3,14,2
6380020,3,14,2
6380101,3,14,2
6380178,3,13,2
6380254,3,13,2
6380333,3,12,2
6380413,3,11,2
6380489,3,11,2
6380577,3,10,2
6380728,4,9,2
6380814,4,10,2
6380889,4,10,2
6380969,4,11,2
6381048,4,11,2
6381128,4,11,2
6381207,5,11,2
6381287,5,10,2
6381366,5,10,2
6381446,6,9,2
6381525,6,9,2
6381604,6,8,2
6381684,7,8,2
6381763,7,8,2
6381843,8,8,2
6381922,8,8,2
6381999,9,8,2
6382086,10,8,2
6382165,10,7,2
6382245,10,7,2
6382324,10,6,2
6382399,10,6,2
6382479,10,5,2
6382558,9,6,2
6382637,9,6,2
6382717,9,7,2
6382797,9,7,2
6382876,9,8,2
6382955,9,8,2
6383035,9,9,2
6383114,9,9,2
6383194,9,9,2
6383273,9,9,2
6383353,9,8,2
6383432,9,8,2
6383512,9,8,2
6383591,9,9,2
6383673,9,9,2
6383753,9,10,2
6383833,8,10,2
6383912,8,11,2
6383991,8,11,2
6384071,8,11,2
6384151,9,11,2
6384230,9,11,2
6384310,9,10,2
6384389,9,10,2
6384468,9,10,2
6384548,9,11,2
6384627,8,11,2
6384708,8,12,2
6384788,8,12,2
6384867,8,12,2
6384946,8,12,2
6385019,8,11,2
6385102,8,11,2
6385182,8,10,2
6385262,8,10,2
6385341,7,10,2
6385420,6,10,2
6385500,6,11,2
6385579,6,11,2
6385658,6,12,2
6385738,5,12,2
6385821,5,13,2
6385900,5,13,2
6385974,5,14,2
6386054,5,14,2
6386133,5,15,2
6386213,4,15,2
6386293,5,16,2
6386372,5,16,2
6386451,5,17,2
6386531,5,17,2
6386610,6,18,2
6386689,6,18,2
6386769,6,19,2
6386848,6,20,2
6386928,6,19,2
6387007,6,19,2
6387087,6,18,2
6387171,6,18,2
6387244,7,17,2
6387331,7,17,2
6387402,7,16,2
6387486,8,16,2
6387566,8,15,2
6387645,8,15,2
6387727,8,14,2
6387805,8,14,2
6387886,8,13,2
6387965,8,13,2
6388040,8,12,2
6388119,8,11,2
6388199,8,11,2
6388279,8,10,2
6388358,8,10,2
6388443,8,11,2
6388521,8,11,2
6388597,9,12,2
6388676,9,12,2
6388760,9,13,2
6388841,9,13,2
6388920,9,12,2
6388998,9,12,2
6389073,8,11,2
6389152,8,11,2
6389232,9,10,2
6389311,9,10,2
6389391,9,9,2
6389471,9,9,2
6389550,9,8,2
6389625,10,8,2
6389713,10,7,2
6389793,10,7,2
6389872,10,6,2
6389953,10,7,2
6390030,9,7,2
6390106,9,7,2
6390186,9,8,2
6390270,9,8,2
6390349,8,9,2
6390424,8,9,2
6390503,8,10,2
6390587,8,10,2
6390667,7,11,2
6390746,7,12,2
6390825,7,12,2
6390900,7,12,2
6390984,6,11,2
6391064,6,11,2
6391139,6,10,2
6391218,6,10,2
6391297,5,10,2
6391377,5,10,2
6391456,4,10,2
6391536,4,11,2
6391615,4,11,2
6391695,4,12,2
6391774,4,12,2
6391854,4,13,2
6391933,4,13,2
6392013,4,14,2
6392092,4,15,2
6392171,4,15,2
6392331,3,16,2
6392410,3,17,2
6392489,4,17,2
6392569,4,18,2
6392649,5,18,2
6392728,6,18,2
6392807,6,18,2
6392887,7,18,2
6392966,8,18,2
6393045,8,18,2
6393125,7,19,2
6393205,7,19,2
6393284,6,19,2
6393363,7,19,2
6393443,7,18,2
6393522,8,18,2
6393602,8,17,2
6393681,8,17,2
6393761,7,17,2
6393840,6,17,2
6393919,6,16,2
6393999,6,16,2
6394078,5,15,2
6394161,5,15,2
6394240,5,16,2
6394320,5,16,2
6394395,6,17,2
6394475,6,17,2
6394554,6,16,2
6394640,7,16,2
6394712,7,15,2
6394799,8,15,2
6394877,9,15,2
6394953,10,15,2
6395032,10,15,2
6395109,10,16,2
6395195,9,16,2
6395274,9,17,2
6395350,8,17,2
6395432,8,17,2
6395514,9,17,2
6395593,9,16,2
6395672,8,16,2
6395751,8,15,2
6395831,8,15,2
6395911,8,16,2
6395989,8,16,2
6396065,8,17,2
6396144,8,17,2
6396223,8,17,2
6396302,8,17,2
6396387,8,18,2
6396466,8,19,2
6396541,8,18,2
6396625,8,18,2
6396705,9,17,2
6396779,9,17,2
6396859,9,16,2
6396939,10,16,2
6397018,10,15,2
6397097,10,15,2
6397177,10,15,2
6397256,10,15,2
6397336,9,16,2
6397416,9,16,2
6397495,8,17,2
6397574,8,16,2
6397648,7,16,2
6397738,7,16,2
6397817,7,15,2
6397893,7,15,2
6397972,7,14,2
6398051,7,14,2
6398130,7,13,2
6398210,7,12,2
6398289,7,12,2
6398368,7,11,2
6398453,7,11,2
6398536,7,10,2
6398605,8,10,2
6398688,8,9,2
6398768,8,9,2
6398850,9,8,2
6398929,9,8,2
6399009,9,7,2
6399084,9,7,2
6399163,10,6,2
6399243,10,6,2
6399326,10,5,2
6399407,10,5,2
6399485,10,6,2
6399560,10,6,2
6399640,10,7,2
6399719,10,7,2
6399799,9,8,2
6399878,9,8,2
6399957,9,8,2
6400034,8,8,2
6400122,8,8,2
6400201,7,8,2
6400275,6,7,2
6400355,6,7,2
6400434,7,7,2
6400514,7,6,2
6400594,7,6,2
6400673,8,5,2
6400757,8,5,2
6400832,9,5,2
6400911,9,4,2
6400991,10,4,2
6401070,10,3,2
6401149,10,3,2
6401229,10,2,2
6401308,9,2,2
6401467,9,1,2
6401546,9,1,2
6401626,9,2,2
6401705,9,3,2
6401785,9,3,2
6401864,9,4,2
6401944,9,4,2
6402023,8,5,2
6402102,8,5,2
6402182,8,6,2
6402262,8,6,2
6402341,7,7,2
6402421,7,7,2
6402500,7,8,2
6402579,6,8,2
6402664,6,9,2
6402743,6,9,2
6402822,5,9,2
6402981,4,10,2
6403059,4,10,2
6403133,4,11,2
6403220,4,12,2
6403300,4,12,2
6403378,4,13,2
6403453,4,13,2
6403533,4,14,2
6403612,4,14,2
6403692,4,15,2
6403771,4,15,2
6403851,4,16,2
6403930,4,17,2
6404010,4,17,2
6404089,4,18,2
6404169,4,18,2
6404248,4,19,2
6404327,3,19,2
6404486,2,18,2
6404645,2,17,2
6404725,2,16,2
6404804,2,16,2
6404883,2,15,2
6404963,2,15,2
6405042,2,14,2
6405122,2,14,2
6405202,2,14,2
6405281,2,15,2
6405439,2,16,2
6405519,1,17,2
6405598,1,17,2
6405678,1,18,2
6405758,1,18,2
6405837,1,18,2
6405916,1,18,2
6405996,2,19,2
6406081,2,19,2
6406158,3,19,2
6406232,3,20,2
6406316,3,20,2
6406395,3,19,2
6406475,2,19,2
6406554,2,19,2
6406634,1,19,2
6406713,0,19,2
6406792,1,18,2
6406872,1,18,2
6406955,1,17,2
6407032,1,17,2
6407108,1,16,2
6407188,1,15,2
6407267,1,15,2
6407346,1,14,2
6407426,1,14,2
6407509,1,13,2
6407585,2,12,2
6407665,2,12,2
6407744,2,11,2
6407823,2,11,2
6407903,2,10,2
6408061,3,9,2
6408141,3,8,2
6408220,3,8,2
6408300,3,7,2
6408379,3,7,2
6408459,4,6,2
6408543,4,6,2
6408618,4,6,2
6408697,4,6,2
6408777,4,7,2
6408862,4,7,2
6408941,4,8,2
6409018,4,9,2
6409092,4,9,2
6409176,3,10,2
6409255,3,10,2
6409335,3,11,2
6409414,3,11,2
6409493,3,12,2
6409573,2,12,2
6409653,2,13,2
6409724,2,14,2
6409815,2,14,2
6409893,2,13,2
6409972,2,13,2
6410048,2,12,2
6410127,2,12,2
6410206,3,11,2
6410286,3,11,2
6410365,2,11,2
6410445,2,10,2
6410530,2,9,2
6410604,1,9,2
6410683,1,8,2
6410763,1,8,2
6410842,1,7,2
6410922,1,7,2
6411001,2,6,2
6411081,2,6,2
6411160,2,5,2
6411239,3,5,2
6411319,3,4,2
6411398,3,4,2
6411479,3,3,2
6411557,4,3,2
6411637,4,2,2
6411716,4,2,2
6411800,5,2,2
6411880,6,2,2
6411954,6,2,2
6412034,7,3,2
6412114,7,3,2
6412193,8,3,2
6412272,9,4,2
6412352,9,4,2
6412431,10,4,2
6412511,10,4,2
6412590,10,5,2
6412670,10,4,2
6412749,9,4,2
6412829,9,3,2
6412905,9,2,2
6412992,9,2,2
6413070,9,2,2
6413144,9,1,2
6413225,8,1,2
6413305,7,1,2
6413384,6,2,2
6413464,6,1,2
6413543,5,1,2
6413622,4,2,2
6413702,3,2,2
6413781,3,3,2
6413861,3,3,2
6413940,3,4,2
6414020,2,4,2
6414099,2,5,2
6414183,2,5,2
6414258,2,5,2
6414337,3,4,2
6414416,3,4,2
6414496,4,3,2
6414576,4,3,2
6414655,4,2,2
6414734,5,2,2
6414814,5,2,2
6414893,5,1,2
6414973,5,1,2
6415052,5,1,2
6415132,5,2,2
6415210,5,2,2
6415297,5,3,2
6415375,4,3,2
6415448,4,4,2
6415529,4,5,2
6415613,4,5,2
6415692,4,6,2
6415767,4,6,2
6415847,4,7,2
6415926,4,7,2
6416006,4,8,2
6416085,4,8,2
6416165,4,9,2
6416244,4,9,2
6416323,4,8,2
6416403,4,8,2
6416487,4,7,2
6416566,4,7,2
6416645,4,6,2
6416716,4,5,2
6416805,4,5,2
6416880,4,4,2
6416960,5,4,2
6417039,5,3,2
6417119,5,3,2
6417198,6,2,2
6417278,6,2,2
6417357,6,2,2
6417436,5,2,2
6417516,5,2,2
6417595,4,3,2
6417675,4,2,2
6417754,4,2,2
6417840,4,1,2
6417918,4,1,2
6417997,4,0,2
6418072,4,0,2
6418152,4,1,2
6418232,4,2,2
6418310,3,3,2
6418390,3,3,2
6418469,3,4,2
6418549,3,4,2
6418634,3,5,2
6418704,2,5,2
6418791,3,6,2
6418870,3,6,2
6418945,4,6,2
6419025,4,7,2
6419104,3,7,2
6419184,3,8,2
6419263,3,8,2
6419343,2,8,2
6419422,2,8,2
6419501,2,8,2
6419582,2,8,2
6419660,3,9,2
6419746,3,9,2
6419825,4,10,2
6419904,4,10,2
6419979,4,11,2
6420058,4,11,2
6420138,4,12,2
6420218,4,12,2
6420302,4,12,2
6420381,3,11,2
6420456,3,11,2
6420543,2,11,2
6420618,2,11,2
6420694,2,12,2
6420773,2,12,2
6420853,2,13,2
6420932,2,13,2
6421012,2,14,2
6421091,2,14,2
6421171,2,15,2
6421251,2,14,2
6421330,3,14,2
6421409,3,13,2
6421489,3,13,2
6421568,3,13,2
6421648,3,13,2
6421727,2,14,2
6421806,2,14,2
6421886,2,15,2
6421966,2,15,2
6422045,1,16,2
6422124,1,16,2
6422204,1,15,2
6422283,1,15,2
6422363,1,14,2
6422442,1,14,2
6422522,1,13,2
6422601,2,13,2
6422680,2,12,2
6422760,2,11,2
6422839,2,11,2
6422918,2,10,2
6422998,2,9,2
6423077,2,9,2
6423160,2,10,2
6423240,2,10,2
6423320,2,11,2
6423400,2,12,2
6423480,2,12,2
6423555,2,13,2
6423634,2,13,2
6423719,3,14,2
6423798,3,14,2
6423872,4,15,2
6423953,4,15,2
6424031,4,16,2
6424111,5,16,2
6424190,5,16,2
6424269,5,17,2
6424349,6,17,2
6424428,6,18,2
6424508,6,18,2
6424587,7,18,2
6424672,8,18,2
6424751,8,17,2
6424830,9,17,2
6424910,9,16,2
6424985,9,16,2
6425064,10,15,2
6425140,9,15,2
6425228,9,15,2
6425307,8,15,2
6425382,7,15,2
6425461,7,16,2
6425540,7,16,2
6425620,7,17,2
6425700,7,17,2
6425779,7,18,2
6425859,7,18,2
6425938,6,19,2
6426017,6,18,2
6426096,6,18,2
6426176,5,18,2
6426256,5,17,2
6426335,4,17,2
6426414,4,16,2
6426492,3,16,2
6426579,3,17,2
6426656,3,17,2
6426735,4,17,2
6426815,5,17,2
6426896,5,17,2
6426976,5,16,2
6427050,5,16,2
6427129,4,15,2
6427207,4,14,2
6427294,4,14,2
6427373,4,13,2
6427447,4,13,2
6427532,4,12,2
6427601,4,12,2
6427691,4,11,2
6427769,4,10,2
6427850,4,10,2
6427929,5,9,2
6428006,5,9,2
6428083,5,8,2
6428163,5,8,2
6428242,5,9,2
6428321,5,10,2
6428401,5,10,2
6428480,5,11,2
6428560,5,11,2
6428639,5,12,2
6428718,5,12,2
6428798,5,13,2
6428878,5,13,2
6428957,6,13,2
6429036,7,13,2
6429116,7,13,2
6429195,7,14,2
6429272,7,14,2
6429359,8,15,2
6429434,8,15,2
6429513,8,16,2
6429592,8,16,2
6429672,9,17,2
6429756,9,17,2
6429834,9,18,2
6429907,9,18,2
6429994,10,19,2
6430069,9,18,2
6430148,8,18,2
6430228,8,18,2
6430307,7,18,2
6430387,7,18,2
6430467,6,18,2
6430546,6,17,2
6430625,6,17,2
6430705,6,16,2
6430785,6,15,2
6430864,6,15,2
6430943,6,14,2
6431020,6,14,2
6431107,6,13,2
6431186,6,13,2
6431261,6,12,2
6431340,7,12,2
6431425,7,11,2
6431504,8,11,2
6431579,8,10,2
6431663,8,10,2
6431742,9,9,2
6431822,9,9,2
6431901,9,8,2
6431976,9,8,2
6432062,9,7,2
6432135,9,7,2
6432214,9,6,2
6432294,9,5,2
6432374,9,5,2
6432457,9,5,2
6432537,9,5,2
6432616,8,5,2
6432696,8,6,2
6432776,7,6,2
6432855,7,6,2
6432935,7,6,2
6433009,7,5,2
6433088,7,5,2
6433168,7,4,2
6433247,7,4,2
6433332,7,3,2
6433410,7,3,2
6433485,8,2,2
6433565,8,2,2
6433644,9,3,2
6433724,9,3,2
6433803,8,3,2
6433888,8,4,2
6433967,8,4,2
6434042,7,4,2
6434121,7,5,2
6434201,7,5,2
6434280,6,6,2
6434360,6,6,2
6434439,6,7,2
6434523,5,7,2
6434602,5,8,2
6434682,5,8,2
6434761,4,8,2
6434836,5,8,2
6434916,5,7,2
6434995,6,7,2
6435079,6,7,2
6435158,7,6,2
6435238,7,6,2
6435318,7,5,2
6435392,8,5,2
6435472,8,5,2
6435551,9,4,2
6435627,9,4,2
6435715,9,3,2
6435794,10,3,2
6435869,10,2,2
6435949,10,2,2
6436112,9,1,2
6436188,9,1,2
6436266,9,0,2
6436345,8,0,2
6436425,8,1,2
6436505,8,2,2
6436589,8,2,2
6436668,8,3,2
6436748,8,3,2
6436827,7,4,2
6436907,7,4,2
6436986,8,5,2
6437061,8,5,2
6437142,9,6,2
6437225,9,6,2
6437304,10,7,2
6437379,10,6,2
6437458,10,7,2
6437538,9,7,2
6437617,9,8,2
6437696,9,8,2
6437774,9,9,2
6437861,9,9,2
6437940,9,10,2
6438014,8,10,2
6438094,8,10,2
6438173,7,9,2
6438254,7,9,2
6438328,6,8,2
6438416,6,8,2
6438496,6,7,2
6438575,6,7,2
6438650,6,6,2
6438729,6,6,2
6438813,5,5,2
6438893,5,4,2
6438968,5,4,2
6439053,5,3,2
6439132,5,3,2
6439206,6,3,2
6439286,6,4,2
6439365,5,4,2
6439444,4,4,2
6439524,4,4,2
6439603,4,3,2
6439683,4,3,2
6439767,4,2,2
6439847,4,2,2
6440005,5,1,2
6440084,5,0,2
6440159,5,1,2
6440239,6,1,2
6440318,7,2,2
6440398,7,3,2
6440477,6,3,2
6440557,6,4,2
6440636,6,4,2
6440716,6,5,2
6440795,5,5,2
6440871,5,6,2
6440960,5,6,2
6441040,4,6,2
6441109,4,7,2
6441197,4,8,2
6441275,4,8,2
6441351,3,9,2
6441431,3,9,2
6441509,3,8,2
6441590,4,8,2
6441669,4,7,2
6441749,4,6,2
6441828,4,6,2
6441907,4,5,2
6441987,5,5,2
6442071,5,4,2
6442151,5,4,2
6442230,5,3,2
6442305,5,4,2
6442384,5,4,2
6442463,4,5,2
6442543,4,5,2
6442622,4,6,2
6442697,4,6,2
6442787,4,5,2
6442864,4,5,2
6442940,4,4,2
6443020,4,4,2
6443099,4,3,2
6443179,5,2,2
6443258,5,2,2
6443417,5,1,2
6443497,4,1,2
6443576,4,0,2
6443655,3,0,2
6443732,3,0,2
6443818,3,0,2
6443898,3,1,2
6443973,3,2,2
6444053,3,3,2
6444132,3,3,2
6444211,2,4,2
6444290,2,4,2
6444370,2,5,2
6444450,2,5,2
6444529,2,6,2
6444609,2,6,2
6444693,1,7,2
6444773,1,8,2
6444852,1,8,2
6444931,1,9,2
6445011,1,9,2
6445089,1,10,2
6445165,1,10,2
6445244,1,11,2
6445324,1,12,2
6445403,1,12,2
6445482,1,13,2
6445562,1,13,2
6445642,1,14,2
6445801,1,15,2
6446043,1,16,2
6446116,1,15,2
6446197,1,15,2
6446276,1,14,2
6446356,1,14,2
6446436,1,15,2
6446515,1,16,2
6446594,1,16,2
6446673,1,17,2
6446751,1,17,2
6446839,1,18,2
6446992,0,19,2
6447071,0,20,2
6447151,1,20,2
6447231,2,20,2
6447315,2,20,2
6447393,2,19,2
6447469,2,18,2
6447548,2,18,2
6447628,2,17,2
6447715,2,17,2
6447786,2,16,2
6447865,2,15,2
6447948,2,15,2
6448027,2,14,2
6448107,2,14,2
6448186,2,14,2
6448266,2,15,2
6448345,2,15,2
6448424,2,16,2
6448504,2,16,2
6448584,2,17,2
6448663,2,17,2
6448742,1,18,2
6448822,1,17,2
6448901,2,17,2
6448981,1,16,2
6449140,2,15,2
6449219,2,14,2
6449298,2,14,2
6449378,2,13,2
6449457,2,13,2
6449537,2,12,2
6449616,2,11,2
6449696,2,11,2
6449778,2,10,2
6449937,2,9,2
6450011,1,10,2
6450091,1,9,2
6450170,1,8,2
6450250,2,8,2
6450329,2,7,2
6450409,2,7,2
6450488,2,6,2
6450568,2,5,2
6450646,2,5,2
6450724,3,4,2
6450805,3,4,2
6450885,4,3,2
6450970,4,3,2
6451050,4,3,2
6451128,4,4,2
6451203,3,4,2
6451279,3,5,2
6451367,3,5,2
6451446,2,6,2
6451522,2,6,2
6451601,2,7,2
6451685,1,7,2
6451762,1,7,2
6451839,2,7,2
6451918,2,7,2
6451998,3,6,2
6452077,3,6,2
6452157,3,5,2
6452235,3,5,2
6452317,4,4,2
6452397,4,3,2
6452476,4,3,2
6452556,4,3,2
6452635,5,2,2
6452715,5,2,2
6452874,6,1,2
6452953,6,1,2
6453032,7,0,2
6453112,7,0,2
6453191,7,0,2
6453271,6,0,2
6453350,6,1,2
6453430,5,2,2
6453509,4,2,2
6453589,4,2,2
6453668,4,3,2
6453748,3,3,2
6453827,3,4,2
6453906,3,4,2
6453986,3,5,2
6454065,2,5,2
6454145,2,6,2
6454224,2,6,2
6454304,2,7,2
6454383,2,7,2
6454458,2,8,2
6454545,2,9,2
6454623,2,9,2
6454699,3,10,2
6454779,3,10,2
6454858,3,11,2
6454938,3,11,2
6455017,3,12,2
6455097,3,13,2
6455176,3,13,2
6455255,4,14,2
6455339,4,14,2
6455418,4,14,2
6455494,5,13,2
6455573,5,13,2
6455653,5,12,2
6455732,5,11,2
6455812,6,11,2
6455891,6,10,2
6455970,5,10,2
6456050,5,10,2
6456129,4,9,2
6456209,4,9,2
6456288,4,8,2
6456368,4,8,2
6456447,4,7,2
6456527,5,6,2
6456606,5,6,2
6456685,5,5,2
6456765,5,5,2
6456844,5,4,2
6456924,4,4,2
6457003,4,4,2
6457082,3,3,2
6457160,3,3,2
6457247,4,3,2
6457325,4,2,2
6457401,4,2,2
6457560,5,1,2
6457639,5,1,2
6457723,6,0,2
6457804,6,0,2
6457881,7,0,2
6457957,7,1,2
6458037,7,2,2
6458115,6,2,2
6458195,6,2,2
6458274,5,2,2
6458354,5,3,2
6458434,5,3,2
6458513,5,4,2
6458593,4,4,2
6458672,4,4,2
6458752,5,5,2
6458831,5,5,2
6458909,6,5,2
6458996,6,5,2
6459073,7,4,2
6459149,7,4,2
6459228,7,3,2
6459308,8,3,2
