Time,jointAngle1,jointAngle2,touch_row,touch_col
32619,-0.8071097137381635,1.3708415372438187,6,13
32705,-0.7411973626895562,1.4103538260842003,6,13
33350,-0.7694104022811534,1.466669201531238,8,17
33639,-0.9617412111622996,1.504357656288247,9,18
34303,-1.0615001283344776,1.54799072821017,10,14
34743,-0.9349890312252598,1.664164575759617,10,12
35342,-0.839388749096823,1.7251998077534676,8,15
35587,-0.9155542709293022,1.5690075366336462,8,13
36217,-0.8591259251095354,1.5910582523955616,8,9
37046,-0.6687327586722668,1.5656143199212353,5,15
37601,-0.7917720501434805,1.3848209410218422,4,18
38443,-0.8243553169282805,1.2040108870269832,4,12
38821,-0.6557981506038917,1.2857742009210753,5,15
39233,-0.8048775438543478,1.408679563518203,5,17
39499,-0.8780541165701117,1.350221016995845,3,17
39798,-0.7928000345777324,1.1679137613349366,2,16
39946,-0.6884343717905383,1.09542123030376,2,15
40586,-0.6791026194407186,1.1399815888488716,3,19
40648,-0.8238201319667927,1.126933793528273,3,19
41803,-0.8221426524546938,1.14895150468561,3,11
41914,-0.6298487837408848,1.3246523222668511,3,11
42611,-0.6036952655994275,1.260087529183553,4,6
42659,-0.4095106326873013,1.2156742127527818,4,6
42982,-0.4070984311771292,1.2356880565748494,5,8
43160,-0.5423259655389224,1.4083076962315364,5,8
43569,-0.5576754723032903,1.355162370702452,7,7
44226,-0.5571352757261572,1.52191177440731,5,10
44870,-0.6356461579250404,1.3582449150647373,6,6
45097,-0.5341958090941452,1.478879827784336,5,7
45653,-0.5066672268754949,1.3622859421266347,5,11
46096,-0.6794781945217864,1.417687673353261,4,13
46592,-0.6997593959364009,1.2675490263964053,6,11
46842,-0.6490416842763632,1.4019393314356594,8,11
46993,-0.7508902996271943,1.536617346435593,9,11
47282,-0.8066192995527254,1.6183014948947234,10,11
47577,-0.7550200745466036,1.6733697788278188,10,12
47932,-0.8680476716208768,1.7257502843047503,7,12
48590,-0.7536811737726719,1.5327816988948006,5,15
49083,-0.8347214163714529,1.3731627858041682,7,13
49560,-0.771641527733564,1.4888341663638502,9,15
49648,-0.9549984539125996,1.6311188862837673,10,15
49897,-0.9927279717086239,1.6660743052535905,7,16
50466,-0.9113662390137445,1.5309979522279582,6,19
51381,-0.9656834418548707,1.3680488546702065,6,13
52129,-0.78080146006327,1.4769062754412505,5,17
52508,-0.889609310877004,1.3166574802449804,4,16
52855,-0.7771157745432342,1.284754145184694,6,16
53165,-0.9184419675123662,1.4666244852592454,4,15
53510,-0.794640676492183,1.3625710774955677,3,17
53865,-0.7743814125012121,1.1975782591505608,2,15
54370,-0.672286256271964,1.1605541368504155,3,18
54555,-0.8285712326022077,1.2325645265498244,2,18
55101,-0.7544622255712272,1.0995353351942567,4,14
55753,-0.7236694184904274,1.2767889615289665,3,19
55900,-0.8322092236566345,1.1776527703479918,4,20
56473,-0.8719661815351157,1.186747795706465,2,16
56599,-0.6815550169145709,1.0698387866409864,2,17
57008,-0.7352856189312382,1.1386894554206102,2,19
57238,-0.7299120675329092,0.9656605459870182,3,18
57689,-0.8047909933750482,1.1456651624274299,1,16
57908,-0.676483664324207,1.0998501199164707,1,17
58132,-0.6494697965063598,0.9759597469248271,2,16
59153,-0.7304550278467314,1.1526854818141032,4,9
59601,-0.5662355487645636,1.3176219769247886,7,8
60007,-0.5758322019609612,1.5125414795055618,6,10
60432,-0.6676828256010858,1.4743062100713453,4,12
60813,-0.6612215835011707,1.2919302546306224,6,15
61572,-0.8131467290884553,1.4347502113780437,5,20
62485,-0.9138654654060429,1.263123616660187,5,14
62886,-0.7420676895519679,1.378573666435197,6,16
63165,-0.8524783215433628,1.3849116700223771,7,17
63546,-0.9502308707281175,1.4365667240308373,7,15
64062,-0.884772377557115,1.5069321203332136,8,18
64449,-1.0152135431005047,1.4902393877467108,9,15
64586,-0.9842072488190073,1.6064875686435016,9,15
65121,-0.9589918865305571,1.6352359381991504,9,18
65324,-1.0664578906997906,1.555663414095827,9,18
65650,-1.0345387354605142,1.595719607108665,8,19
66148,-1.037127298716524,1.4705879919743294,6,17
66567,-0.8734217979599999,1.401540850296727,6,19
66611,-0.985293599607335,1.4041098384827566,7,19
66931,-0.9715462864324776,1.3809949048292847,9,19
67233,-1.0904483135471628,1.5594802977045341,7,18
67481,-0.967834544227894,1.4559546599475768,5,16
67920,-0.8699598887408682,1.3618068403441306,5,14
68462,-0.7811446111822646,1.413801521222645,4,17
69041,-0.8350143812795393,1.2676034568827812,5,13
69588,-0.7360295097647319,1.3555591277964483,4,10
70441,-0.5745002259770267,1.3133928918426396,3,15
70590,-0.7279753371450559,1.1964985644745134,3,15
70790,-0.7137566723727183,1.2360388921291916,4,15
71584,-0.7845687556440808,1.284483450411762,6,11
72492,-0.6637178740209264,1.4383093366904895,5,17
72715,-0.8476807980105145,1.3365666170118187,4,18
72895,-0.8354024593973555,1.2294460041906243,5,17
73186,-0.8817616403516806,1.3425900940867397,3,18
73237,-0.7726473758701138,1.153404045244398,3,18
73526,-0.7955461656229463,1.1804389283718353,3,15
74264,-0.7443314498843011,1.2145442888895346,6,11
74641,-0.6662129326108428,1.4095387908032462,8,13
75391,-0.8207153000666353,1.5882824451531814,8,17
75643,-1.0084958708489768,1.542747065816451,8,16
75919,-0.9153840592468488,1.4779258632531043,9,17
75969,-1.0202073881538487,1.614503232242139,9,17
76232,-1.0384616096705535,1.6205252930447318,9,18
76795,-1.079289442655142,1.570738290447874,8,15
77264,-0.9320228184478455,1.5911526372429114,7,12
77693,-0.7719237167949304,1.525954822880998,5,14
77917,-0.7734212003383902,1.356101641580373,5,13
78474,-0.7387894204048518,1.39745656070263,4,17
78740,-0.8365663647585123,1.3115830284247438,2,16
79457,-0.7264628017022305,1.1351027284092128,3,12
80133,-0.6367341855020343,1.2918175682558566,2,16
80363,-0.7142507237938728,1.1301142159743172,4,17
80947,-0.8106622105225556,1.2486807182086077,2,13
81510,-0.6272640822079798,1.1650513131829046,2,8
81885,-0.4950753261170386,1.178289045527786,1,6
82924,-0.3440253525151056,1.0293674841209495,4,0
83203,-0.16166643781163637,1.1555421528854715,1,0
83265,-0.12878838561911357,0.9963187300245416,1,0
83359,-0.10399551819199937,0.9479703377561834,2,2
84012,-0.14857271136950936,1.0194627859408927,1,6
84302,-0.3287549347057176,1.0731739587313427,2,6
85053,-0.43015825601429547,1.142758929628418,4,2
85340,-0.2760149036600164,1.1996289402195086,6,1
85544,-0.2980305117114008,1.345196317041416,4,1
86154,-0.22554037289571882,1.2072144927083786,3,4
86401,-0.3789828938812355,1.2119475399329396,2,3
86569,-0.2819717704677697,1.1287889673409306,2,4
86786,-0.2694422111904593,1.0394513642550636,2,6
87339,-0.3673089670949041,1.1554986816226605,2,9
87665,-0.49067663694518254,1.1401623083613088,4,9
88355,-0.5418693192138636,1.328665530741496,4,13
88631,-0.7248957233637898,1.3435970995046156,3,11
89015,-0.6199157800498898,1.246264557922527,3,9
89594,-0.5239240406848351,1.2497503787060313,2,13
89854,-0.5743789203057265,1.0843396295429666,4,13
90135,-0.6746613363197356,1.2731798814788662,6,13
90645,-0.7546246382133239,1.4552481662407557,8,16
90956,-0.9396725630232331,1.5629599965087668,6,18
91264,-0.9430305446905027,1.438775593995943,5,19
91542,-0.899455684119095,1.2651531746890508,6,18
91722,-0.9571334517961925,1.4388275752727142,6,18
91824,-0.9315119714127673,1.3397423948957605,6,18
92510,-0.9169198999451584,1.3623303111889906,4,13
93447,-0.7218778530406745,1.3226379732951936,5,7
94219,-0.5276041505032345,1.4138390296814136,4,12
94356,-0.680771306150299,1.3287264025243506,2,12
94610,-0.6263510035828925,1.2374551480379692,1,13
95272,-0.5811331629037327,1.0799666963412877,2,9
95625,-0.44227917461959515,1.1138321846505566,2,11
96322,-0.5466358109959161,1.1551706171150782,1,15
96976,-0.6738032765159845,1.0780315051632936,1,11
97816,-0.517666727370432,1.074174323617727,2,18
98103,-0.7071039974752641,1.058455879594735,3,19
98773,-0.802711812302467,1.116285506804366,3,15
98945,-0.7432035993055519,1.303792866473124,3,15
99058,-0.7090293967000445,1.1952399630501676,3,14
99622,-0.7101170608603652,1.2417901095937793,5,11
99997,-0.6755887659612133,1.4249674317327972,5,13
100429,-0.7706320125683587,1.4123500060595844,5,10
100883,-0.6602403883187711,1.4234208059086264,4,8
101123,-0.4800182451726209,1.2641190416107704,5,9
101357,-0.5810912265833079,1.3750226355467252,4,10
102230,-0.5859116316617112,1.2883902708818409,6,5
102719,-0.4188724502893464,1.3913602796135116,6,7
103621,-0.5731005765497661,1.4412138230155846,8,3
104279,-0.37778970306560483,1.5342622380206492,6,6
104891,-0.5080992887647289,1.443982832436345,4,10
105885,-0.5854138335856938,1.3002997866599746,3,17
106561,-0.7785997245378817,1.1939475859401005,4,12
106987,-0.6471657245315487,1.268525187626075,5,9
107537,-0.6168042223685878,1.4032605607348532,4,6
107624,-0.4232745108314532,1.2857312631475395,4,6
108057,-0.43167885765225855,1.2653141719284025,6,8
109081,-0.6056624764993623,1.4357474772777925,9,3
109239,-0.41594942587451633,1.6038935800534642,8,3
109651,-0.41364072873967045,1.5360336408110296,7,0
109731,-0.24892458558638786,1.3820330233399378,7,1
110403,-0.2779071051305778,1.4049186603513393,6,5
110804,-0.47144064096496985,1.4370289490977224,5,3
111769,-0.3134106696247193,1.3003061099430977,2,9
112712,-0.4988554132977708,1.1939769418939639,2,15
112967,-0.6913548908969512,1.116285415518733,2,14
113252,-0.6419872817182869,1.1454362394407651,1,11
113803,-0.5495093360578083,1.0857219973776562,1,7
113916,-0.4211618956497918,1.0910096842353854,1,8
114581,-0.3752473336552951,1.0398584173278207,1,13
115521,-0.5505021599040648,1.0792845530655115,0,19
116075,-0.6907752598454443,0.9288903427722567,1,14
116545,-0.6345069595271848,1.0598018118818835,1,11
116864,-0.5197597154960276,1.052111832070293,1,9
117268,-0.46523339106972433,1.09541130845232,1,7
117478,-0.36858349608202895,1.0927604835913725,1,8
118109,-0.4044259301355304,1.0682780386970014,2,13
118365,-0.5749414851312771,1.1090349054637847,2,14
118426,-0.6767592764015257,1.1997625991085352,2,14
118694,-0.6507591822471464,1.1509435018689618,4,13
119156,-0.7202476459082962,1.3257594653730216,3,10
119826,-0.5682537511815771,1.2533909122288118,5,6
120522,-0.4865368297944563,1.4132076391515809,3,10
120614,-0.5899057511046402,1.2753308783283461,2,10
120882,-0.5730583301318548,1.219893987626299,1,9
121590,-0.4619083084826254,1.0993605841120369,1,14
122243,-0.6334004197427864,1.103057515684215,1,9
122467,-0.45283183077788514,1.0554675645109117,3,8
122782,-0.4607902846570699,1.1535969922796516,4,6
123318,-0.4884409243306165,1.3196637261898847,4,2
123673,-0.3155561550300706,1.234907245341981,4,0
124122,-0.21613222963871098,1.2181323685019732,2,2
124518,-0.2696481453233871,1.1147954233571262,3,0
125024,-0.1670051934646969,1.0992477221240686,3,4
125319,-0.29374649705586536,1.1100286215085198,4,5
126296,-0.41277399544213356,1.3020264000650679,2,12
127293,-0.6006332062228887,1.196615184332308,2,19
127557,-0.7681216117961489,1.0552626438067692,1,17
128554,-0.7058607499447294,1.0535827937228621,3,9
128864,-0.5513530413252237,1.2179957524338243,3,8
129125,-0.4693313365386821,1.2095907261222378,5,7
129716,-0.5501091972545777,1.3774786956869856,7,5
130540,-0.4550241584783752,1.485250443676743,6,9
131087,-0.6481246102272128,1.4239286709552343,7,6
131400,-0.5570667185474724,1.5285333166981212,4,6
131666,-0.4751240840352307,1.336926143004166,2,8
131917,-0.4659423406177011,1.2144730579860892,1,8
132306,-0.46769438632627885,1.115908401851916,2,5
132829,-0.3848035173373589,1.1316667462805399,3,2
132936,-0.2635129398207433,1.144568157124247,3,2
133163,-0.2680583908528637,1.190270733436399,2,1
133545,-0.17205798905800296,1.0361829023051135,2,3
133941,-0.3086290706261134,1.1389280161255617,1,1
133979,-0.13812171196502931,0.9462088745838731,1,1
134087,-0.1265633593780077,0.9400542495249222,1,1
134303,-0.16698320591513036,0.9751005654484698,1,0
134517,-0.09389872356375098,0.9180726573068884,3,0
134754,-0.12972507801701602,1.0527139051333634,5,1
134909,-0.2237973391947468,1.233374826403487,5,2
135618,-0.2893522158138788,1.302201809853619,2,6
135797,-0.4091417017429443,1.1963991023175158,2,6
136935,-0.40259043623414476,1.1149413678194244,6,0
137676,-0.22562620375570036,1.3095152166431174,3,4
137939,-0.35532626711502563,1.2048653147734252,3,3
138341,-0.25863166538591265,1.126330213777526,3,5
138985,-0.3841034198312147,1.1893803366929903,5,2
139260,-0.2875225428760771,1.302230874152026,4,3
139412,-0.34472432478941817,1.2800547432601839,3,2
139680,-0.28352936536024415,1.1942532636384073,2,1
139920,-0.15651157924624787,1.0067259268262174,3,0
140153,-0.19027313963832498,1.1481191169024048,2,0
140368,-0.13162047927379533,0.9840661058231767,2,2
140612,-0.21032902368331813,1.0469902464186258,2,4
141003,-0.2836950987425584,1.0831634797170948,1,7
141559,-0.36815194498167514,1.0654321324655496,1,11
142808,-0.5196191642551958,1.1053643326335716,0,20
143818,-0.710067150849578,0.9111779339893928,2,12
144081,-0.571834743741452,1.0906251416389827,4,11
144436,-0.6403717520759769,1.2763720773903757,5,10
144762,-0.6323440984692054,1.407806288116432,3,9
145327,-0.5073856470587113,1.2114591863937136,4,12
145504,-0.6953554077914879,1.3068700951895613,3,12
146052,-0.6439661635863109,1.2936773738286063,2,15
146545,-0.6665919734974881,1.1063100822852805,3,12
146797,-0.6559311033954693,1.2854736924413348,3,14
146860,-0.7003531335776283,1.2524389348190934,2,14
147313,-0.6792519820631876,1.2058757544843206,1,16
148465,-0.6740174441878072,1.0158443008834486,2,9
149086,-0.4844558750641913,1.1822834613695141,2,13
149317,-0.6505626762154618,1.20342381541871,1,13
150342,-0.5801697742513865,1.0375331977086562,2,7
150728,-0.4094040305140211,1.1781747624793715,2,10
151419,-0.500568030098394,1.1727362792750031,1,14
151530,-0.5977141276362616,1.0432034122685487,1,13
152355,-0.5856577033786299,1.0689846572034762,3,7
152967,-0.4735694037299486,1.2325734947425977,5,3
153436,-0.3448755512462301,1.280971860824854,7,1
153630,-0.2914332805297563,1.4008335116842543,7,2
153947,-0.3302123241465581,1.3798128179999587,8,4
154583,-0.45713936164936964,1.5252056083377927,7,8
155047,-0.6193013590753833,1.4920894236168922,10,7
155536,-0.6251777667102707,1.6833357780852234,8,10
156081,-0.712390885020986,1.590234286637591,5,12
156420,-0.7419572275051607,1.4022378608286274,7,11
156760,-0.684767721155747,1.4630267010173013,9,11
157246,-0.8049490721147597,1.6474990333344737,8,8
157575,-0.6581098955235946,1.6477567930576906,7,8
157951,-0.6018274688898151,1.4704112013287847,9,8
158715,-0.6510361585098163,1.6629824160617805,6,12
158982,-0.7783549648121906,1.5098834843941389,5,12
159938,-0.6966826316110195,1.345810290831297,6,6
160141,-0.5174204585613719,1.4804257818172595,5,6
160411,-0.46901892530943223,1.3592097865685433,5,8
160797,-0.5429830698180006,1.3677336481710043,6,11
161220,-0.6790379818702208,1.4395818853695639,7,13
161508,-0.7997743453043877,1.453487705485724,9,12
162203,-0.8495546311776523,1.6109861668951126,10,8
162534,-0.6669937665165173,1.6561446459766487,10,10
162819,-0.7910240822895455,1.7152970603515023,8,10
163196,-0.6850284557573152,1.5808783076994208,6,12
163480,-0.697339293754086,1.4438750578315012,6,13
164280,-0.7630653993395695,1.426091280105219,5,18
164852,-0.9114359330783859,1.313502148902429,6,15
164985,-0.8325876282336155,1.4401198483615911,6,15
165273,-0.8779938029334906,1.4617753493653391,5,15
165455,-0.7586818439656391,1.309255860078399,5,16
165985,-0.8362256173955227,1.4010627641420639,5,19
166086,-0.8649160710657706,1.2220700074685327,5,19
166509,-0.9087464647716055,1.285531709673999,4,16
167525,-0.7940856248950575,1.2691736262949602,5,9
167680,-0.6134057753140223,1.4180146839742533,5,8
168676,-0.5504310150712799,1.3482073928996798,8,3
169116,-0.38337513575409893,1.52511834775453,6,4
169695,-0.45363341108171795,1.4370527322863849,6,1
170330,-0.26127444820253853,1.3458986311117584,3,4
171244,-0.3090823460197063,1.1569843811857172,1,10
171337,-0.4898735188327249,1.0780601499405291,1,10
171950,-0.4642338440418833,1.0736264876075856,2,13
172713,-0.6596485069631384,1.1751745442059964,4,9
172974,-0.5304904428814862,1.294125770231667,3,11
173584,-0.5801502936150236,1.2637971605107459,4,14
173660,-0.7546664381773743,1.303425446606557,4,14
174117,-0.726956958501591,1.2888386783591077,4,17
174383,-0.8502567556416409,1.3077858033983132,3,18
174891,-0.8013117224852355,1.14913777192936,1,16
175254,-0.6220325650503957,1.017042563575533,2,18
175526,-0.7561774168145878,1.1239997785996165,4,18
176436,-0.8671774121671059,1.2433921384565503,5,13
176893,-0.7162183396393618,1.3957925874711834,5,15
177173,-0.8207590661680835,1.3690025023977646,4,14
177437,-0.7121440273071624,1.271156321109276,3,12
178278,-0.6265546993541188,1.2267644161168907,5,6
179197,-0.48702769184629197,1.3626655754618224,8,1
179583,-0.30853911366018494,1.4816886386631718,8,4
179697,-0.44647144298092056,1.554418865229052,8,4
179936,-0.4803333169687851,1.5588252523367125,7,4
180408,-0.4143535030870236,1.4182225940141882,9,7
180851,-0.6083371027914731,1.6139475703381596,10,5
181605,-0.49287030753907773,1.6398859018972063,8,9
181963,-0.6665771354256664,1.5617068674338357,6,10
182350,-0.6976907822905625,1.45333068884833,8,8
182494,-0.6324055670033917,1.5218133580580173,8,8
182757,-0.6166257029480721,1.5648481055305279,5,6
183158,-0.5313029640726281,1.4070012752147307,5,5
183787,-0.3845921356383105,1.3022047005468105,3,9
183967,-0.556400017099986,1.3276585225171704,3,9
184226,-0.501877128326348,1.2078354077792723,4,10
184654,-0.6114680222331577,1.3456001960613444,5,12
185152,-0.7405308571019921,1.386956008433274,6,10
185568,-0.6461092498891907,1.454484185793668,4,12
185676,-0.6774711582488242,1.3246782878077292,3,13
186248,-0.6662804730410438,1.2654664544313,3,17
186474,-0.7902692765636599,1.2333552678783997,2,18
186605,-0.7784061244067583,1.1244557988955646,2,17
186756,-0.7361650587712187,1.1056212231037779,1,18
187362,-0.6883597486505345,0.9884487707987759,2,13
188283,-0.6193703731683493,1.1217720587286801,4,7
188666,-0.46864511905041956,1.2647384818951888,6,5
189052,-0.4649397928030682,1.4139797052419285,5,2
189246,-0.3175393581147391,1.3029809624035216,4,1
189615,-0.2326419609013558,1.19666330879098,2,4
190113,-0.26644009158227944,1.0946161126900784,3,6
190897,-0.4424402178376533,1.219885647275669,5,2
191117,-0.26547445125890873,1.2572934115774008,6,3
191641,-0.3567286586785827,1.3732152006702263,7,7
191874,-0.5246845832627272,1.4357364025731683,8,8
191980,-0.6136693124830725,1.5560743207432615,8,8
192263,-0.6576525482852251,1.6021905952067272,7,6
192401,-0.5416883259757224,1.5031056639756128,6,6
192778,-0.5265368914019036,1.4301741064501006,6,4
193021,-0.4383011474279264,1.454306147397213,5,4
194036,-0.3726113714764274,1.3015582483374244,2,10
194528,-0.5641966285137008,1.1828584735868075,3,7
194886,-0.49198515636021783,1.2733188460639724,2,5
195283,-0.3484398453627237,1.1366502651278363,4,3
195618,-0.30448178160757666,1.2314656377179318,3,5
195882,-0.3969987991471515,1.2482789033265975,2,5
196543,-0.3722428829977825,1.1113576392570392,2,1
196924,-0.17985208539905012,1.0342386926694542,2,4
197562,-0.2850212255281834,1.0651732197445665,3,0
198030,-0.14661407985874986,1.0934631436550957,3,4
198869,-0.30215588352167677,1.182520621426249,1,8
199363,-0.4553113590807951,1.0873054908112503,2,6
200033,-0.35484217060912515,1.1212853157105018,2,10
200442,-0.530232831620356,1.1539885297913604,4,8
200928,-0.5338760887796078,1.3229059270291712,5,12
201369,-0.6700590417480049,1.3519667935884858,7,14
201446,-0.8498096655877547,1.529576265502486,7,14
202133,-0.8654598430170889,1.5196745808743444,10,9
202570,-0.7763790459413314,1.6960873813468347,8,8
202979,-0.603779839425197,1.5693866732755355,9,10
203422,-0.7493195106943474,1.6424412450711043,7,13
203732,-0.7945420669057399,1.5118908970159466,6,14
204282,-0.8306494309923363,1.433542227398601,3,11
204521,-0.6466103901015332,1.3417343568199633,2,10
204722,-0.5667300587381199,1.1782580482619331,2,10
204878,-0.5041772464686971,1.1447972465213585,3,11
205218,-0.5679347920814561,1.2026397549933698,5,12
205939,-0.7040822032075393,1.3943054267995791,7,7
206237,-0.5967855201942008,1.547240384795142,5,8
206521,-0.5377012400265587,1.3798293246948765,7,8
206954,-0.6463150443515382,1.529931811569187,7,6
207353,-0.5076746540780095,1.4909623608390945,5,8
207485,-0.5137793245159415,1.3345032223583388,6,8
207726,-0.5669290403880085,1.4045571456144788,6,7
208038,-0.5655361633824315,1.5007346134999833,5,8
208586,-0.567344225079334,1.3757869470252557,6,4
209151,-0.42082766443371383,1.3743014696425062,7,1
209362,-0.3043099353904977,1.4316290880175675,6,2
210140,-0.29413065855807907,1.3360952363868963,4,7
210401,-0.4638189048132666,1.2862859064648509,3,8
210821,-0.46295284685414206,1.1803639715943015,4,11
211314,-0.6218551936143413,1.3110272796770874,4,14
211465,-0.7384144028028434,1.3008921317332969,3,13
211771,-0.6912227666200063,1.282345371352766,3,15
212241,-0.6920380831525188,1.1613300528318935,5,13
212803,-0.6962622311306202,1.3532709806142522,6,16
213200,-0.8747442713302299,1.4240560786083016,4,18
213661,-0.88212211124687,1.2723112152158986,3,15
214739,-0.7408543471380187,1.2115343288146148,6,8
215394,-0.5711284921240944,1.40405960491492,9,5
215443,-0.48955770920942016,1.5686749621106941,9,5
216117,-0.5030274825798197,1.5913213148730703,6,9
216749,-0.6156491995110825,1.4643252505921645,4,13
216848,-0.720250550553829,1.3476714371173308,3,13
217091,-0.6816415909763124,1.2939590315371394,2,13
217437,-0.6228805097151153,1.134894297719233,3,12
218169,-0.6262039363302471,1.2767579966549043,2,17
218624,-0.7344480837763347,1.1422551783052497,5,19
219489,-0.9062909104883109,1.2799515614918375,6,13
220089,-0.7815472316998192,1.4609649058095493,7,17
220615,-0.9681787623368343,1.5006248391458001,7,14
221010,-0.82842783227917,1.5183968660391256,7,16
221431,-0.9347157719846375,1.5107789442682202,6,18
222115,-0.9616747119043118,1.3724325721625708,6,14
222868,-0.8255379597705965,1.4580175724835545,8,10
223601,-0.6919175428431168,1.5908598951468043,8,14
223677,-0.8581008150717887,1.518768905281068,7,14
223732,-0.8830267740459186,1.5585693826826104,7,14
224307,-0.8622714160296612,1.5290209219926119,8,10
225037,-0.7339287316618464,1.5871000981095795,10,5
225198,-0.5516173171756877,1.6424891989355273,9,5
225902,-0.4975955635996904,1.628864271229416,7,8
226138,-0.6063572763625084,1.473834169460939,7,6
226764,-0.5397596917383419,1.4757735788632484,8,2
226825,-0.40377734350786265,1.5406281867735576,8,2
227240,-0.3901654258899848,1.5469572829178675,5,4
228151,-0.36118702176901357,1.3525258621571892,3,9
228345,-0.5406440199668636,1.2553523258492463,4,10
228544,-0.5974911558750361,1.2751254208517897,3,9
228745,-0.5698912268843495,1.3146230198956996,3,8
229879,-0.4849343966117427,1.1868596064845853,7,1
230149,-0.2954419137622317,1.365570859000601,8,0
230582,-0.26879910882913965,1.4398407867166563,9,4
231450,-0.4374366334544919,1.588740381796115,6,9
232009,-0.6078858582068665,1.4606565060808618,4,13
232610,-0.6839974257880631,1.3357091907847167,5,16
232802,-0.8125563138543133,1.2913547482903849,6,16
233225,-0.8716288511655477,1.4094369785804124,8,18
233414,-1.0280866249897302,1.5123703362986696,8,17
233566,-0.9841767710371598,1.5296216967204586,9,17
233617,-1.0260716057089598,1.6167073926099689,9,16
234123,-1.009634752561709,1.59391418816229,9,14
235028,-0.8824441642872927,1.622029628752522,8,19
235430,-1.041059210010788,1.4586001811848608,8,17
235753,-0.9897431143477804,1.5574686180835073,5,16
